filename,overall,text_edit,text_edit_ned,reading_order,reading_order_ned,table_teds,table_teds_s,formula_cdm
eval_split/fail/processed_00_documents_eval/5778/fce5255f7600be333ae8ffa8d4c177ba6a08-2/fce5255f7600be333ae8ffa8d4c177ba6a08-2.md,0.2418,0.1046,0.8954,0.1046,0.8954,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/57e3/4116b3c645ed254bba9bc39841c7304114fa-95/4116b3c645ed254bba9bc39841c7304114fa-95.md,0.5053,0.7632,0.2368,0.7632,0.2368,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/5814/d65c0b0948220abc02fb6714865e628ceb70-3/d65c0b0948220abc02fb6714865e628ceb70-3.md,0.9232,0.814,0.186,0.814,0.186,1.0,0.9883,1.0
eval_split/fail/processed_00_documents_eval/584f/c1fb77161923c548844c60a9f030f05b0bc3-4/c1fb77161923c548844c60a9f030f05b0bc3-4.md,0.6,0.0,1.0,0.0,1.0,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/584f/c1fb77161923c548844c60a9f030f05b0bc3-9/c1fb77161923c548844c60a9f030f05b0bc3-9.md,0.9675,0.9186,0.0814,0.9186,0.0814,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/5860/e964d37b5992dcfc2255bfe9e3a054cab430-1/e964d37b5992dcfc2255bfe9e3a054cab430-1.md,0.8497,0.6542,0.3458,0.6542,0.3458,1.0,0.9402,1.0
eval_split/succes/processed_00_documents_eval/01d2/db669daf7d99d762eb952d64d207e27fef79-1/db669daf7d99d762eb952d64d207e27fef79-1.md,0.8912,0.934,0.066,0.934,0.066,0.7939,0.7939,1.0
eval_split/succes/processed_00_documents_eval/050f/87a50797de9b4e4f1ae18a0c23227a5d4891-2/87a50797de9b4e4f1ae18a0c23227a5d4891-2.md,0.9358,0.8394,0.1606,0.8394,0.1606,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/050f/87a50797de9b4e4f1ae18a0c23227a5d4891-3/87a50797de9b4e4f1ae18a0c23227a5d4891-3.md,0.9499,0.8747,0.1253,0.8747,0.1253,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/061d/ad0ccb6efb83bb8b2584546e86354a7d2e59-32/ad0ccb6efb83bb8b2584546e86354a7d2e59-32.md,0.9464,0.8661,0.1339,0.8661,0.1339,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0769/e8a70d8273b42da3a15bc0f0f018413ff2bd-4/e8a70d8273b42da3a15bc0f0f018413ff2bd-4.md,0.9409,0.8523,0.1477,0.8523,0.1477,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0769/e8a70d8273b42da3a15bc0f0f018413ff2bd-5/e8a70d8273b42da3a15bc0f0f018413ff2bd-5.md,0.9173,0.7933,0.2067,0.7933,0.2067,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/081f/70c4bbf2e4aeecf752051b7569e19f47d62e-4/70c4bbf2e4aeecf752051b7569e19f47d62e-4.md,0.9851,0.9628,0.0372,0.9628,0.0372,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-1/277a4d753f9de0d8a9155e6d13ad749ea05d-1.md,0.9536,0.884,0.116,0.884,0.116,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-3/277a4d753f9de0d8a9155e6d13ad749ea05d-3.md,0.7688,0.4221,0.5779,0.4221,0.5779,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0c8f/431e55703d66d313eca3a42c6307951a81d8-85/431e55703d66d313eca3a42c6307951a81d8-85.md,0.9762,0.9405,0.0595,0.9405,0.0595,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0d16/b4ef03a883ba0bed6ca9021684335baabb2a-7/b4ef03a883ba0bed6ca9021684335baabb2a-7.md,0.9493,0.8733,0.1267,0.8733,0.1267,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0f87/a4d5fccd22674061b88cd74414200e5f51c0-111/a4d5fccd22674061b88cd74414200e5f51c0-111.md,0.9702,0.9256,0.0744,0.9256,0.0744,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/1121/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-12/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-12.md,0.965,0.9125,0.0875,0.9125,0.0875,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/1121/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-14/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-14.md,0.964,0.91,0.09,0.91,0.09,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/1121/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-3/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-3.md,0.8705,0.6774,0.3226,0.6774,0.3226,1.0,0.9979,1.0
