filename,reading_order,reading_order_ned
eval_split/fail/processed_00_documents_eval/4f78/515a8d4de088fe43cded787b74f061df19f7-1/515a8d4de088fe43cded787b74f061df19f7-1.md,0.7554,0.2446
eval_split/fail/processed_00_documents_eval/526a/07dda0cdd0296e750b6577f850f5b7828520-1/07dda0cdd0296e750b6577f850f5b7828520-1.md,0.9459,0.0541
eval_split/fail/processed_00_documents_eval/52b6/a22e645fc7d6b8845d9b5bd45539fe0606de-1/a22e645fc7d6b8845d9b5bd45539fe0606de-1.md,0.0104,0.9896
eval_split/fail/processed_00_documents_eval/5778/f9aec7657b8acddefa1f2edbc08cadc215ef-1/f9aec7657b8acddefa1f2edbc08cadc215ef-1.md,0.2377,0.7623
eval_split/fail/processed_00_documents_eval/5778/fce5255f7600be333ae8ffa8d4c177ba6a08-2/fce5255f7600be333ae8ffa8d4c177ba6a08-2.md,0.0621,0.9379
eval_split/fail/processed_00_documents_eval/57e3/4116b3c645ed254bba9bc39841c7304114fa-95/4116b3c645ed254bba9bc39841c7304114fa-95.md,0.8714,0.1286
eval_split/fail/processed_00_documents_eval/5814/d65c0b0948220abc02fb6714865e628ceb70-3/d65c0b0948220abc02fb6714865e628ceb70-3.md,0.7158,0.2842
eval_split/fail/processed_00_documents_eval/584f/c1fb77161923c548844c60a9f030f05b0bc3-4/c1fb77161923c548844c60a9f030f05b0bc3-4.md,0.1302,0.8698
eval_split/fail/processed_00_documents_eval/584f/c1fb77161923c548844c60a9f030f05b0bc3-9/c1fb77161923c548844c60a9f030f05b0bc3-9.md,0.5584,0.4416
eval_split/fail/processed_00_documents_eval/5860/e964d37b5992dcfc2255bfe9e3a054cab430-1/e964d37b5992dcfc2255bfe9e3a054cab430-1.md,0.7267,0.2733
eval_split/succes/processed_00_documents_eval/01d2/db669daf7d99d762eb952d64d207e27fef79-1/db669daf7d99d762eb952d64d207e27fef79-1.md,0.8805,0.1195
eval_split/succes/processed_00_documents_eval/050f/87a50797de9b4e4f1ae18a0c23227a5d4891-2/87a50797de9b4e4f1ae18a0c23227a5d4891-2.md,0.9612,0.0388
eval_split/succes/processed_00_documents_eval/050f/87a50797de9b4e4f1ae18a0c23227a5d4891-3/87a50797de9b4e4f1ae18a0c23227a5d4891-3.md,0.9249,0.0751
eval_split/succes/processed_00_documents_eval/061d/ad0ccb6efb83bb8b2584546e86354a7d2e59-32/ad0ccb6efb83bb8b2584546e86354a7d2e59-32.md,0.3565,0.6435
eval_split/succes/processed_00_documents_eval/0769/e8a70d8273b42da3a15bc0f0f018413ff2bd-4/e8a70d8273b42da3a15bc0f0f018413ff2bd-4.md,0.9807,0.0193
eval_split/succes/processed_00_documents_eval/0769/e8a70d8273b42da3a15bc0f0f018413ff2bd-5/e8a70d8273b42da3a15bc0f0f018413ff2bd-5.md,0.85,0.15
eval_split/succes/processed_00_documents_eval/081f/70c4bbf2e4aeecf752051b7569e19f47d62e-4/70c4bbf2e4aeecf752051b7569e19f47d62e-4.md,0.728,0.272
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-1/277a4d753f9de0d8a9155e6d13ad749ea05d-1.md,0.9413,0.0587
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-3/277a4d753f9de0d8a9155e6d13ad749ea05d-3.md,0.8624,0.1376
eval_split/succes/processed_00_documents_eval/0c8f/431e55703d66d313eca3a42c6307951a81d8-85/431e55703d66d313eca3a42c6307951a81d8-85.md,0.7451,0.2549
eval_split/succes/processed_00_documents_eval/0d16/b4ef03a883ba0bed6ca9021684335baabb2a-7/b4ef03a883ba0bed6ca9021684335baabb2a-7.md,0.7305,0.2695
eval_split/succes/processed_00_documents_eval/0f87/a4d5fccd22674061b88cd74414200e5f51c0-111/a4d5fccd22674061b88cd74414200e5f51c0-111.md,0.6123,0.3877
eval_split/succes/processed_00_documents_eval/1121/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-12/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-12.md,0.7102,0.2898
eval_split/succes/processed_00_documents_eval/1121/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-14/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-14.md,0.7247,0.2753
eval_split/succes/processed_00_documents_eval/1440/b79a7446d077712bd3d3e7bab242bc67623d-3/b79a7446d077712bd3d3e7bab242bc67623d-3.md,0.8183,0.1817
eval_split/succes/processed_00_documents_eval/1448/3aad6c68a71106772bd15b2935f9ade9c289-2/3aad6c68a71106772bd15b2935f9ade9c289-2.md,0.8402,0.1598
eval_split/succes/processed_00_documents_eval/14d0/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-2/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-2.md,0.8428,0.1572
eval_split/succes/processed_00_documents_eval/14d0/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-5/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-5.md,0.7679,0.2321
eval_split/succes/processed_00_documents_eval/1518/29b398cbc724e997c9325880203bb8f7a7a0-1/29b398cbc724e997c9325880203bb8f7a7a0-1.md,0.7494,0.2506
eval_split/succes/processed_00_documents_eval/15ef/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-1/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-1.md,0.9463,0.0537
eval_split/succes/processed_00_documents_eval/15ef/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-5/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-5.md,0.2341,0.7659
eval_split/succes/processed_00_documents_eval/1664/ee1da28f51ea38466977b228d5beff611a4b-13/ee1da28f51ea38466977b228d5beff611a4b-13.md,0.8422,0.1578
eval_split/succes/processed_00_documents_eval/18af/c51ee1df70e3653660c5d2bfe1b40de4d0ea-7/c51ee1df70e3653660c5d2bfe1b40de4d0ea-7.md,0.1431,0.8569
eval_split/succes/processed_00_documents_eval/19e0/782bf72ebc90516e87030ef592549551f151-1/782bf72ebc90516e87030ef592549551f151-1.md,0.9785,0.0215
eval_split/succes/processed_00_documents_eval/1af2/661ef31d843054c2148cd5294e11e16e7478-13/661ef31d843054c2148cd5294e11e16e7478-13.md,0.7778,0.2222
eval_split/succes/processed_00_documents_eval/1af2/661ef31d843054c2148cd5294e11e16e7478-2/661ef31d843054c2148cd5294e11e16e7478-2.md,0.36,0.64
eval_split/succes/processed_00_documents_eval/2277/002c7d3e4f836eb572be027dd64a69601222-1/002c7d3e4f836eb572be027dd64a69601222-1.md,0.9278,0.0722
eval_split/succes/processed_00_documents_eval/22be/c390cc0b5632f168415635c6af8a36a8833c-4/c390cc0b5632f168415635c6af8a36a8833c-4.md,0.9858,0.0142
eval_split/succes/processed_00_documents_eval/22be/c390cc0b5632f168415635c6af8a36a8833c-5/c390cc0b5632f168415635c6af8a36a8833c-5.md,0.974,0.026
eval_split/succes/processed_00_documents_eval/22d6/4b9b312f8e52a78068c20288594c2ab007d4-1/4b9b312f8e52a78068c20288594c2ab007d4-1.md,0.8698,0.1302
eval_split/succes/processed_00_documents_eval/22d6/4b9b312f8e52a78068c20288594c2ab007d4-6/4b9b312f8e52a78068c20288594c2ab007d4-6.md,0.513,0.487
eval_split/succes/processed_00_documents_eval/2386/ad9d47b06b4231fb78ec6c93b19faa42b8d8-2/ad9d47b06b4231fb78ec6c93b19faa42b8d8-2.md,0.6314,0.3686
eval_split/succes/processed_00_documents_eval/244d/fa2d6b2d14c67ee657861d46ddc23f70159a-35/fa2d6b2d14c67ee657861d46ddc23f70159a-35.md,0.5,0.5
eval_split/succes/processed_00_documents_eval/246d/0ed33ff786d174a972a138c8d21e1ff44687-1/0ed33ff786d174a972a138c8d21e1ff44687-1.md,0.9431,0.0569
eval_split/succes/processed_00_documents_eval/26e2/b564122a172b801ef5f2ca26653664119060-1/b564122a172b801ef5f2ca26653664119060-1.md,0.2431,0.7569
eval_split/succes/processed_00_documents_eval/2940/abcc48baf13c999078b52fb5d4a77d776f31-1/abcc48baf13c999078b52fb5d4a77d776f31-1.md,0.8024,0.1976
eval_split/succes/processed_00_documents_eval/2940/abcc48baf13c999078b52fb5d4a77d776f31-2/abcc48baf13c999078b52fb5d4a77d776f31-2.md,0.9455,0.0545
eval_split/succes/processed_00_documents_eval/298b/58d33d18c7f82fb01f5a64224b052dda8a63-2/58d33d18c7f82fb01f5a64224b052dda8a63-2.md,0.8308,0.1692
eval_split/succes/processed_00_documents_eval/29ed/089d6fe53636a51c8f2860a691678c391b77-2/089d6fe53636a51c8f2860a691678c391b77-2.md,0.8078,0.1922
eval_split/succes/processed_00_documents_eval/29ed/089d6fe53636a51c8f2860a691678c391b77-8/089d6fe53636a51c8f2860a691678c391b77-8.md,0.7418,0.2582
eval_split/succes/processed_00_documents_eval/2c24/8097a0ac5950b54857d2e1131db8c218f2b4-1/8097a0ac5950b54857d2e1131db8c218f2b4-1.md,0.9454,0.0546
eval_split/succes/processed_00_documents_eval/2c24/8097a0ac5950b54857d2e1131db8c218f2b4-8/8097a0ac5950b54857d2e1131db8c218f2b4-8.md,0.9992,0.0008
eval_split/succes/processed_00_documents_eval/2d35/0511fb623ed527e8ca6e482408d349d110ff-24/0511fb623ed527e8ca6e482408d349d110ff-24.md,0.9545,0.0455
eval_split/succes/processed_00_documents_eval/30c3/fc1826e230047b36cad79a7bd63296dd3591-3/fc1826e230047b36cad79a7bd63296dd3591-3.md,0.6037,0.3963
eval_split/succes/processed_00_documents_eval/3489/dfefa5cae8d7389f264f30628a11a5993e29-6/dfefa5cae8d7389f264f30628a11a5993e29-6.md,0.5148,0.4852
eval_split/succes/processed_00_documents_eval/3489/dfefa5cae8d7389f264f30628a11a5993e29-7/dfefa5cae8d7389f264f30628a11a5993e29-7.md,0.5416,0.4584
eval_split/succes/processed_00_documents_eval/34a4/f775a258d7bface28c965bb03af8a4cb1365-14/f775a258d7bface28c965bb03af8a4cb1365-14.md,0.7952,0.2048
eval_split/succes/processed_00_documents_eval/34e6/de6b9c2242fe22a4a80438a3b92caa9f0ed3-2/de6b9c2242fe22a4a80438a3b92caa9f0ed3-2.md,0.9441,0.0559
eval_split/succes/processed_00_documents_eval/3563/9b84c9f46cf886987dba1cee51078b7098df-8/9b84c9f46cf886987dba1cee51078b7098df-8.md,0.845,0.155
